store_id,store_large_region,store_small_region,store_name,theme_name,theme_genre,theme_is_scared,theme_level,theme_time,theme_max_number,store_is_closed,store_closed_days,theme_review_cnt,theme_score,theme_is_singleplay,number_is_two,number_is_three,number_is_four,number_is_five,theme_type,theme_poster_url,store_site_url,theme_reserve_url,themeId
1,서울,강남,넥스트에디션 강남1호점,메모리 에피소드 1,스릴러,1,3,60,4,0,,466,6.92,0,1,1,1,0,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/MEMORY%20-%20Episode%201/theme__%E1%84%86%E1%85%A6%E1%84%86%E1%85%A9%E1%84%85%E1%85%B5-%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5-%E1%84%8E%E1%85%AC%E1%84%8C%E1%85%A9%E1%86%BC_%E1%84%8C%E1%85%A5%E1%84%8B%E1%85%AD%E1%86%BC%E1%84%85%E1%85%A3%E1%86%BC__MEMORY%20-%20Episode%201.jpg,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,1
1,서울,강남,넥스트에디션 강남1호점,완전한 사랑(리뉴얼),로맨스,0,3,60,4,0,,540,6.56,0,1,1,1,0,자물쇠,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%99%84%EC%A0%84%ED%95%9C%EC%82%AC%EB%9E%91(%EB%A6%AC%EB%89%B4%EC%96%BC)/theme__%E1%84%8B%E1%85%AA%E1%86%AB%E1%84%8C%E1%85%A5%E1%86%AB%E1%84%92%E1%85%A1%E1%86%AB%E1%84%89%E1%85%A1%E1%84%85%E1%85%A1%E1%86%BC-%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%EC%99%84%EC%A0%84%ED%95%9C%EC%82%AC%EB%9E%91(%EB%A6%AC%EB%89%B4%EC%96%BC).jpg,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,2
1,서울,강남,넥스트에디션 강남1호점,흐린 날,감성/드라마,0,3,60,4,0,,490,6.34,0,1,1,1,0,자물쇠,https://next-edition.s3.amazonaws.com/theme/title_image_url/%ED%9D%90%EB%A6%B0%EB%82%A0/theme__%E1%84%92%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%82%E1%85%A1%E1%86%AF_%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%E1%84%89%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%BC_%ED%9D%90%EB%A6%B0%EB%82%A0.jpg,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,3
1,서울,강남,넥스트에디션 강남1호점,카르텔,추리,0,4,70,5,0,,649,6.82,0,1,1,1,1,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%B9%B4%EB%A5%B4%ED%85%94/theme__%E1%84%89%E1%85%B3%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%86%AB%E1%84%89%E1%85%A3%E1%86%BA_2019-03-11_%E1%84%8B%E1%85%A9%E1%84%92%E1%85%AE_1.01.28_%EC%B9%B4%EB%A5%B4%ED%85%94.jpg,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,4
1,서울,강남,넥스트에디션 강남1호점,저니,감성/드라마,0,3,60,4,0,,327,6.01,0,1,1,1,0,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%A0%80%EB%8B%88(JOURNEY)/theme__%E1%84%8C%E1%85%A5%E1%84%82%E1%85%B5_%E1%84%8E%E1%85%AC%E1%84%8C%E1%85%A9%E1%86%BC_%EC%A0%80%EB%8B%88(JOURNEY).jpg,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,https://www.nextedition.co.kr/shops/NextEdition%20Gangnam,5
2,서울,강남,넥스트에디션 강남2호점,중대장은 오늘 너희에게 무척 실망했다,추리,0,5,60,5,0,,639,6.75,0,1,1,1,1,자물쇠,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%A4%91%EB%8C%80%EC%9E%A5%EC%9D%80%20%EC%98%A4%EB%8A%98%20%EB%84%88%ED%9D%AC%EC%97%90%EA%B2%8C%20%EB%AC%B4%EC%B2%99%20%EC%8B%A4%EB%A7%9D%ED%96%88%EB%8B%A4./theme__%E1%84%8C%E1%85%AE%E1%86%BC%E1%84%83%E1%85%A2%E1%84%8C%E1%85%A1%E1%86%BC_%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%EC%A4%91%EB%8C%80%EC%9E%A5%EC%9D%80%20%EC%98%A4%EB%8A%98%20%EB%84%88%ED%9D%AC%EC%97%90%EA%B2%8C%20%EB%AC%B4%EC%B2%99%20%EC%8B%A4%EB%A7%9D%ED%96%88%EB%8B%A4..jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,6
2,서울,강남,넥스트에디션 강남2호점,심판,감성/드라마,0,3,60,5,0,,425,6.43,0,1,1,1,1,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%8B%AC%ED%8C%90/theme__%E1%84%89%E1%85%B5%E1%86%B7%E1%84%91%E1%85%A1%E1%86%AB_%EC%8B%AC%ED%8C%90.jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,7
2,서울,강남,넥스트에디션 강남2호점,퀴즈 인 더 노블,추리,0,4,60,5,0,,488,6.38,0,1,1,1,1,자물쇠,https://next-edition.s3.amazonaws.com/theme/title_image_url/%ED%80%B4%EC%A6%88%20%EC%9D%B8%20%EB%8D%94%20%EB%85%B8%EB%B8%94%20(Quiz%20in%20The%20Noble)/theme__%E1%84%8F%E1%85%B1%E1%84%8C%E1%85%B3%E1%84%8B%E1%85%B5%E1%86%AB%E1%84%83%E1%85%A5%E1%84%82%E1%85%A9%E1%84%87%E1%85%B3%E1%86%AF_%ED%80%B4%EC%A6%88%20%EC%9D%B8%20%EB%8D%94%20%EB%85%B8%EB%B8%94%20(Quiz%20in%20The%20Noble).jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,8
2,서울,강남,넥스트에디션 강남2호점,커넥트,SF/판타지,0,2,60,5,0,,411,6.22,0,1,1,1,1,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%BB%A4%EB%84%A5%ED%8A%B8%20(Connect)/theme__%E1%84%8F%E1%85%A5%E1%84%82%E1%85%A6%E1%86%A8%E1%84%90%E1%85%B3_%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%EC%BB%A4%EB%84%A5%ED%8A%B8%20(Connect).jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,9
2,서울,강남,넥스트에디션 강남2호점,마법소녀,모험/액션,0,5,70,5,0,,664,7.51,0,1,1,1,1,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EB%A7%88%EB%B2%95%EC%86%8C%EB%85%80/theme__54689D95-8A6D-497A-A94C-6E73F9F163AD_%EB%A7%88%EB%B2%95%EC%86%8C%EB%85%80.jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam2,10
3,서울,강남,넥스트에디션 강남3호점,야근,감성/드라마,0,3,60,4,0,,651,6.8,0,1,1,1,0,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%95%BC%EA%B7%BC/theme__%E1%84%8B%E1%85%A3%E1%84%80%E1%85%B3%E1%86%AB%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%EC%95%BC%EA%B7%BC.jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,11
3,서울,강남,넥스트에디션 강남3호점,첫만남,감성/드라마,0,4,60,4,0,,621,6.76,0,1,1,1,0,자물쇠,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%B2%AB%EB%A7%8C%EB%82%A8/theme__%E1%84%8E%E1%85%A5%E1%86%BA%E1%84%86%E1%85%A1%E1%86%AB%E1%84%82%E1%85%A1%E1%86%B7_%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%E1%84%8E%E1%85%AC%E1%84%8C%E1%85%A9%E1%86%BC%E1%84%87%E1%85%A9%E1%86%AB_%E1%84%89%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%BC_%EC%B2%AB%EB%A7%8C%EB%82%A8.jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,12
3,서울,강남,넥스트에디션 강남3호점,마지막 일주,SF/판타지,0,3,60,5,0,,469,6.45,0,1,1,1,1,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EB%A7%88%EC%A7%80%EB%A7%89%20%EC%9D%BC%EC%A3%BC/theme__%E1%84%86%E1%85%A1%E1%84%8C%E1%85%B5%E1%84%86%E1%85%A1%E1%86%A8%E1%84%8B%E1%85%B5%E1%86%AF%E1%84%8C%E1%85%AE_%E1%84%8C%E1%85%A5%E1%84%8B%E1%85%AD%E1%86%BC%E1%84%85%E1%85%A3%E1%86%BC__%EB%A7%88%EC%A7%80%EB%A7%89%20%EC%9D%BC%EC%A3%BC.jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,13
3,서울,강남,넥스트에디션 강남3호점,크리쳐-신인류의 탄생,SF/판타지,0,3,65,4,0,,557,6.98,0,1,1,1,0,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%ED%81%AC%EB%A6%AC%EC%B3%90%20-%20%EC%8B%A0%EC%9D%B8%EB%A5%98%EC%9D%98%20%ED%83%84%EC%83%9D/theme__%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%84%8E%E1%85%A7_%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%ED%81%AC%EB%A6%AC%EC%B3%90%20-%20%EC%8B%A0%EC%9D%B8%EB%A5%98%EC%9D%98%20%ED%83%84%EC%83%9D.jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,14
3,서울,강남,넥스트에디션 강남3호점,안녕하세요? 무엇을 도와드릴까요?,SF/판타지,0,3,60,3,0,,572,6.62,0,1,1,0,0,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%95%88%EB%85%95%ED%95%98%EC%84%B8%EC%9A%94%3F%20%EB%AC%B4%EC%97%87%EC%9D%84%20%EB%8F%84%EC%99%80%EB%93%9C%EB%A6%B4%EA%B9%8C%EC%9A%94%3F/theme__%E1%84%86%E1%85%AE%E1%84%8B%E1%85%A5%E1%86%BA%E1%84%8B%E1%85%B3%E1%86%AF_%E1%84%8C%E1%85%A5%E1%84%8B%E1%85%AD%E1%86%BC%E1%84%85%E1%85%A3%E1%86%BC__%EC%95%88%EB%85%95%ED%95%98%EC%84%B8%EC%9A%94%3F%20%EB%AC%B4%EC%97%87%EC%9D%84%20%EB%8F%84%EC%99%80%EB%93%9C%EB%A6%B4%EA%B9%8C%EC%9A%94%3F.jpg,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,https://www.nextedition.co.kr/shops/Nextedition%20Gangnam3,15
4,서울,강남,넥스트에디션 강남5호점,뱅크럽,로맨스,0,3,60,4,0,,502,6.39,0,1,1,1,0,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/BANK%20RUPT/theme__%E1%84%87%E1%85%A2%E1%86%BC%E1%84%8F%E1%85%B3%E1%84%85%E1%85%A5%E1%86%B8_%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%E1%84%8C%E1%85%A5%E1%84%8B%E1%85%AD%E1%86%BC%E1%84%85%E1%85%A3%E1%86%BC__BANK%20RUPT.jpg,https://www.nextedition.co.kr/shops/Nextedition%20gangnam5,https://www.nextedition.co.kr/shops/Nextedition%20gangnam5,16
4,서울,강남,넥스트에디션 강남5호점,우리동네 김선의,감성/드라마,0,3,60,4,0,,664,7.18,0,1,1,1,0,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EC%9A%B0%EB%A6%AC%EB%8F%99%EB%84%A4%20%EA%B9%80%EC%84%A0%EC%9D%98%20%E9%87%91%E5%96%84%E9%86%AB/theme__%E1%84%8B%E1%85%AE%E1%84%85%E1%85%B5%E1%84%83%E1%85%A9%E1%86%BC%E1%84%82%E1%85%A6_%E1%84%80%E1%85%B5%E1%86%B7%E1%84%89%E1%85%A5%E1%86%AB%E1%84%8B%E1%85%B4_%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%E1%84%8C%E1%85%A5%E1%84%8B%E1%85%AD%E1%86%BC%E1%84%85%E1%85%A3%E1%86%BC__%EC%9A%B0%EB%A6%AC%EB%8F%99%EB%84%A4%20%EA%B9%80%EC%84%A0%EC%9D%98%20%E9%87%91%E5%96%84%E9%86%AB.jpg,https://www.nextedition.co.kr/shops/Nextedition%20gangnam5,https://www.nextedition.co.kr/shops/Nextedition%20gangnam5,17
4,서울,강남,넥스트에디션 강남5호점,그래도 피망은 먹기 싫단 말이에욧,코미디,0,4,60,5,0,,873,7.56,0,0,1,1,1,장치,https://next-edition.s3.amazonaws.com/theme/title_image_url/%EA%B7%B8%EB%9E%98%EB%8F%84%20%ED%94%BC%EB%A7%9D%EC%9D%80%20%EB%A8%B9%EA%B8%B0%20%EC%8B%AB%EB%8B%A8%20%EB%A7%90%EC%9D%B4%EC%97%90%EC%9A%A7/theme__%E1%84%91%E1%85%B5%E1%84%86%E1%85%A1%E1%86%BC_%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%E1%84%89%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%BC_%E1%84%8C%E1%85%A5%E1%84%8B%E1%85%AD%E1%86%BC%E1%84%85%E1%85%A3%E1%86%BC__%EA%B7%B8%EB%9E%98%EB%8F%84%20%ED%94%BC%EB%A7%9D%EC%9D%80%20%EB%A8%B9%EA%B8%B0%20%EC%8B%AB%EB%8B%A8%20%EB%A7%90%EC%9D%B4%EC%97%90%EC%9A%A7.jpg,https://www.nextedition.co.kr/shops/Nextedition%20gangnam5,https://www.nextedition.co.kr/shops/Nextedition%20gangnam5,18
4,서울,강남,넥스트에디션 강남5호점,SOS,추리,0,5,70,4,0,,563,6.53,0,1,1,1,0,복합,https://next-edition.s3.amazonaws.com/theme/title_image_url/SOS/theme__SOS_%E1%84%91%E1%85%A9%E1%84%89%E1%85%B3%E1%84%90%E1%85%A5_%E1%84%89%E1%85%AE%E1%84%8C%E1%85%A5%E1%86%BC_%E1%84%8C%E1%85%A5%E1%84%8B%E1%85%AD%E1%86%BC%E1%84%85%E1%85%A3%E1%86%BC__SOS.jpg,https://www.nextedition.co.kr/shops/Nextedition%20gangnam5,https://www.nextedition.co.kr/shops/Nextedition%20gangnam5,19
5,서울,강남,도어이스케이프 레드 신논현점,럭키,코미디,0,4,75,6,0,,972,8.56,0,1,1,1,1,복합,http://red.doorescape.co.kr/upload/theme/theme39687_0.png,http://red.doorescape.co.kr/main.php,http://red.doorescape.co.kr/reserve/,20
5,서울,강남,도어이스케이프 레드 신논현점,비,추리,0,5,77,6,0,,825,8.54,0,1,1,1,1,복합,http://red.doorescape.co.kr/upload/theme/theme51247_0.jpg,http://red.doorescape.co.kr/main.php,http://red.doorescape.co.kr/reserve/,21
5,서울,강남,도어이스케이프 레드 신논현점,유전,추리,0,3,75,6,0,,566,8.27,0,1,1,1,1,자물쇠,http://red.doorescape.co.kr/upload/theme/theme73755_0.jpg,http://red.doorescape.co.kr/main.php,http://red.doorescape.co.kr/reserve/,22
6,서울,강남,도어이스케이프  블루 신논현점,TRUTH,스릴러,1,4,80,6,0,,740,8.61,0,1,1,1,1,자물쇠,http://blue.doorescape.co.kr/upload/theme/theme04711_0.png,http://blue.doorescape.co.kr/main.php,http://blue.doorescape.co.kr/reserve/,23
6,서울,강남,도어이스케이프  블루 신논현점,이방인(일반/협력모드),추리,0,3,120,6,0,,500,8.26,0,1,1,1,1,복합,http://blue.doorescape.co.kr/upload/theme/theme06441_0.jpg,http://blue.doorescape.co.kr/main.php,http://blue.doorescape.co.kr/reserve/,24
7,서울,강남,라스트이스케이프,비서,추리,0,3,60,5,0,,389,6.46,0,1,1,1,1,자물쇠,http://lastescape.co.kr/g5/data/file/rooms/thumb-3551614005_tdHySF8h_99490f9c0cdc93167dae4797380ec433fee31d2f_293x415.jpg,http://lastescape.co.kr,http://lastescape.co.kr/g5/bbs/board.php?bo_table=reservation1,25
7,서울,강남,라스트이스케이프,오감,추리,0,4,60,5,0,,459,6.88,0,1,1,1,1,자물쇠,http://lastescape.co.kr/g5/data/file/rooms/thumb-3551614005_PwonKjiT_83ed65162e12ec0df1c7e3a426426a632fe37f8d_293x415.jpg,http://lastescape.co.kr,http://lastescape.co.kr/g5/bbs/board.php?bo_table=reservation1,26
7,서울,강남,라스트이스케이프,클럽 레벨스,감성/드라마,0,2,60,5,0,,367,6.27,0,1,1,1,1,자물쇠,http://lastescape.co.kr/g5/data/file/rooms/thumb-3551614005_x24qeCQB_bfeefc4fd939ab569e2dd0aba3a378b9496207d6_293x415.jpg,http://lastescape.co.kr,http://lastescape.co.kr/g5/bbs/board.php?bo_table=reservation1,27
7,서울,강남,라스트이스케이프,알카트라즈,범죄,0,3,60,5,0,,408,6.69,0,1,1,1,1,자물쇠,http://lastescape.co.kr/g5/data/file/rooms/thumb-27_copy_32_3551614005_i1RPJaqc_a564273780e554d851947bd66743b14127d31862_293x415.jpg,http://lastescape.co.kr,http://lastescape.co.kr/g5/bbs/board.php?bo_table=reservation1,28
8,서울,강남,룸즈에이 강남점,광야,감성/드라마,0,4,70,5,0,,638,7.6,0,1,1,1,1,복합,http://roomsa.co.kr/upload_file/thema/maintheme(20).jpg,http://roomsa.co.kr/new_main.asp?R_JIJEM=S14&gotopage=,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S14&R_THEMA=Roomsa_R35,29
8,서울,강남,룸즈에이 강남점,왕자님이 찾으십니다,SF/판타지,0,5,70,5,0,,588,7.42,0,1,1,1,1,복합,http://roomsa.co.kr/upload_file/thema/maintheme(21).jpg,http://roomsa.co.kr/new_main.asp?R_JIJEM=S14&gotopage=,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S14&chois_date=2022-03-07&R_THEMA=Roomsa_R36&DIS_T=#time,30
8,서울,강남,룸즈에이 강남점,집떡 묘선생,감성/드라마,0,3,60,4,0,,433,7.2,0,1,1,1,0,복합,http://roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0_%EB%AC%98%EC%84%A0%EC%83%9D.jpg,http://roomsa.co.kr/new_main.asp?R_JIJEM=S14&gotopage=,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S14&chois_date=2022-03-07&R_THEMA=Roomsa_R51&DIS_T=#time,31
8,서울,강남,룸즈에이 강남점,테마 팩토리,추리,0,5,70,4,0,,402,8.03,0,1,1,1,0,복합,http://roomsa.co.kr/upload_file/thema/%EC%9B%B9-%ED%8F%AC%EC%8A%A4%ED%84%B0-%EB%B3%80%ED%99%98%EC%9A%A9_%ED%85%8C%EB%A7%88%ED%8C%A9%ED%86%A0%EB%A6%AC.jpg,http://roomsa.co.kr/new_main.asp?R_JIJEM=S14&gotopage=,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S14&chois_date=2022-03-07&R_THEMA=Roomsa_R52&DIS_T=#time,32
9,서울,강남,마스터키 강남점,이자카야 츠이오쿠,감성/드라마,0,3,60,4,0,,676,6.83,1,1,1,1,0,복합,http://www.master-key.co.kr/upload/room/99_img1.png,http://www.master-key.co.kr/booking/bk_detail?bid=16,http://www.master-key.co.kr/booking/bk_detail?bid=16,33
9,서울,강남,마스터키 강남점,히로인,추리,0,4,60,4,0,,708,6.98,1,1,1,1,0,자물쇠,http://www.master-key.co.kr/upload/room/100_img1.png,http://www.master-key.co.kr/booking/bk_detail?bid=16,http://www.master-key.co.kr/booking/bk_detail?bid=16,34
9,서울,강남,마스터키 강남점,메르헨 수호대,모험/액션,0,5,70,4,0,,774,7.47,1,1,1,1,0,자물쇠,http://www.master-key.co.kr/upload/room/101_img1.png,http://www.master-key.co.kr/booking/bk_detail?bid=16,http://www.master-key.co.kr/booking/bk_detail?bid=16,35
9,서울,강남,마스터키 강남점,토끼와 거북이,코미디,0,3,60,4,0,,609,6.46,1,1,1,1,0,복합,http://www.master-key.co.kr/upload/room/103_img1.png,http://www.master-key.co.kr/booking/bk_detail?bid=16,http://www.master-key.co.kr/booking/bk_detail?bid=16,36
9,서울,강남,마스터키 강남점,도시괴담 Part.1 ‘The Day of Horror’,공포,1,4,60,4,0,,639,6.98,1,1,1,1,0,복합,http://www.master-key.co.kr/upload/room/102_img1.png,http://www.master-key.co.kr/booking/bk_detail?bid=16,http://www.master-key.co.kr/booking/bk_detail?bid=16,37
10,서울,강남,마스터키프라임 강남점,어웨이큰,스릴러,1,5,60,5,0,,512,7.31,0,1,1,1,1,자물쇠,http://www.master-key.co.kr/upload/room/172_img1.png,http://www.master-key.co.kr/booking/bk_detail?bid=29,http://www.master-key.co.kr/booking/bk_detail?bid=29,38
10,서울,강남,마스터키프라임 강남점,별의별,모험/액션,0,3,60,4,0,,531,7.02,0,1,1,1,0,장치,http://www.master-key.co.kr/upload/room/170_img1.png,http://www.master-key.co.kr/booking/bk_detail?bid=29,http://www.master-key.co.kr/booking/bk_detail?bid=29,39
10,서울,강남,마스터키프라임 강남점,Do The G,모험/액션,0,3,60,4,0,,537,6.96,0,1,1,1,0,복합,http://www.master-key.co.kr/upload/room/171_img1.png,http://www.master-key.co.kr/booking/bk_detail?bid=29,http://www.master-key.co.kr/booking/bk_detail?bid=29,40
10,서울,강남,마스터키프라임 강남점,덫,공포,1,3,60,4,0,,501,6.9,0,1,1,1,0,자물쇠,http://www.master-key.co.kr/upload/room/176_img1.jpg,http://www.master-key.co.kr/booking/bk_detail?bid=29,http://www.master-key.co.kr/booking/bk_detail?bid=29,41
10,서울,강남,마스터키프라임 강남점,ECHO (에코) - Beginning Dawn,범죄,0,4,70,4,0,,595,7.58,0,1,1,1,0,장치,http://www.master-key.co.kr/upload/room/182_img1.gif,http://www.master-key.co.kr/booking/bk_detail?bid=29,http://www.master-key.co.kr/booking/bk_detail?bid=29,42
11,서울,강남,미스터리룸이스케이프 강남점,인형괴담,공포,1,3,60,6,0,,598,7.18,0,1,1,1,1,복합,http://www.mysteryroomescape-gn.com/userfiles/room/201709080149287.jpg,http://www.mysteryroomescape-gn.com/,http://www.mysteryroomescape-gn.com/reservation/reservation.html,43
11,서울,강남,미스터리룸이스케이프 강남점,소서러,SF/판타지,0,3,60,6,0,,177,5.15,0,1,1,1,1,장치,http://www.mysteryroomescape-gn.com/userfiles/room/201709150852472.jpg,http://www.mysteryroomescape-gn.com/,http://www.mysteryroomescape-gn.com/reservation/reservation.html,44
11,서울,강남,미스터리룸이스케이프 강남점,영혼의 편지,스릴러,1,4,60,6,0,,168,4.99,0,1,1,1,1,복합,http://www.mysteryroomescape-gn.com/userfiles/room/201709080154084.jpg,http://www.mysteryroomescape-gn.com/,http://www.mysteryroomescape-gn.com/reservation/reservation.html,45
11,서울,강남,미스터리룸이스케이프 강남점,개인병원의 비밀,스릴러,1,4,60,6,0,,167,5.12,0,1,1,1,1,장치,http://www.mysteryroomescape-gn.com/userfiles/room/201709080215568.jpg,http://www.mysteryroomescape-gn.com/,http://www.mysteryroomescape-gn.com/reservation/reservation.html,46
11,서울,강남,미스터리룸이스케이프 강남점,사라진 왕관,SF/판타지,0,3,60,6,0,,159,4.45,0,1,1,1,1,장치,http://www.mysteryroomescape-gn.com/userfiles/room/201709080154241.jpg,http://www.mysteryroomescape-gn.com/,http://www.mysteryroomescape-gn.com/reservation/reservation.html,47
12,서울,강남,방탈출 단편선,그림자 없는 상자,추리,0,4,75,4,0,,175,9.26,0,1,1,1,0,복합,https://cdn.imweb.me/thumbnail/20211116/0ee5f8df51546.jpeg,http://www.dpsnnn.com/main,http://www.dpsnnn.com/reserve,48
13,서울,강남,비밀의화원 리버타운점,무고,공포,1,3,75,6,0,,651,7.11,0,1,1,1,1,복합,http://www.secretgardenescape.com/pimages/Product/Pr_1593416874.jpg,http://www.secretgardenescape.com/reservation.html?k_shopno=9,http://www.secretgardenescape.com/reservation.html?k_shopno=9,49
13,서울,강남,비밀의화원 리버타운점,스토커,스릴러,1,2,60,5,0,,451,6.3,0,1,1,1,1,복합,http://www.secretgardenescape.com/pimages/Product/Pr_1593422366.jpg,http://www.secretgardenescape.com/reservation.html?k_shopno=9,http://www.secretgardenescape.com/reservation.html?k_shopno=9,50
13,서울,강남,비밀의화원 리버타운점,브로커 나씨,추리,0,3,15,3,0,,470,6.98,0,1,1,0,0,복합,http://www.secretgardenescape.com/pimages/Product/Pr_1598264023.jpg,http://www.secretgardenescape.com/reservation.html?k_shopno=9,http://www.secretgardenescape.com/reservation.html?k_shopno=9,51
13,서울,강남,비밀의화원 리버타운점,만화: 늦게 피어난 꽃,감성/드라마,0,1,60,5,0,,638,7.87,0,1,1,1,1,복합,http://www.secretgardenescape.com/pimages/Product/Pr_1598264210.jpg,http://www.secretgardenescape.com/reservation.html?k_shopno=9,http://www.secretgardenescape.com/reservation.html?k_shopno=9,52
13,서울,강남,비밀의화원 리버타운점,후레쉬 망고 호스텔,모험/액션,0,3,70,3,0,,790,8.48,0,1,1,0,0,복합,http://www.secretgardenescape.com/pimages/Product/Pr_1606820025.jpg,http://www.secretgardenescape.com/reservation.html?k_shopno=9,http://www.secretgardenescape.com/reservation.html?k_shopno=9,53
13,서울,강남,비밀의화원 리버타운점,Z,SF/판타지,0,3,180,4,0,,317,7.34,0,1,1,1,0,복합,http://www.secretgardenescape.com/pimages/Product/Pr_1614067106.jpg,http://www.secretgardenescape.com/reservation.html?k_shopno=9,http://www.secretgardenescape.com/reservation.html?k_shopno=9,54
14,서울,강남,비트포비아 강남던전,로스트 킹덤: 잊혀진 전설,모험/액션,0,3,60,5,0,,851,7.4,0,1,1,1,1,복합,https://www.xphobia.net/data/item/icon_%EB%A1%9C%EC%8A%A4%ED%8A%B8%ED%82%B9%EB%8D%A4.png,https://www.xphobia.net/shop/index.php?category=&branch=%EA%B0%95%EB%82%A8%20%EB%8D%98%EC%A0%84&num=&cates=&per=#check1,https://www.xphobia.net/shop/index.php?category=&branch=%EA%B0%95%EB%82%A8%20%EB%8D%98%EC%A0%84&num=&cates=&per=#check1,55
